airport,airport_iata,country,city,rental_length,start_date,start_time,return_date,return_time,date_offset,deposit_price,drive_away_price,price,currency,product_name,product_id,airbags,aircon,free_cancellation,doors,group,seats,fuel_type,transmission,mileage,supplier_name,supplier_address,supplier_loction_type,average,average_text,cleanliness,condition,dropoff_time,efficiency,location,pickup_time,value_for_money,no_of_ratings,RunDate,setup_prams,tid
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,729.98,729.98,729.98,EUR,Audi A8   ,686758341,1,1,1,4,Luxury,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269732
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,523.98,523.98,523.98,EUR,BMW 4 Series,703529681,1,1,1,2,Luxury,4,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269733
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,492.97,492.97,492.97,EUR,BMW Z4 Cabrio,742931776,1,1,1,2,Premium,2,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269734
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,239.73,239.73,239.73,EUR,Opel Crossland X,664943336,1,1,1,4,Intermediate,5,N/A,Manual,800 kilometres per rental,Hertz,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,8.90,8.90,8.70,8.30,7.80,7.60,1266,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269735
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,205.07,205.07,205.07,EUR,Hyundai i30 Estate,744545031,1,1,1,4,Compact,5,N/A,Manual,Unlimited km,Wheego,"Frankfurt Airport, T1, Frankfurt, Germany, 60547",In Terminal,7.40,Very good,9.50,9.60,6.80,7.90,5.60,5.60,8.60,48,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269736
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,266.83,266.83,266.83,EUR,Opel Zafira GPS,649251028,1,1,1,5,Intermediate,5,N/A,Manual,800 kilometres per rental,Hertz,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,8.90,8.90,8.70,8.30,7.80,7.60,1266,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269737
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,262.29,262.29,262.29,EUR,Ford Mondeo,670552776,1,1,1,4,Intermediate,5,N/A,Automatic,800 kilometres per rental,Hertz,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,8.90,8.90,8.70,8.30,7.80,7.60,1266,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269738
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,356.98,356.98,356.98,EUR,Mazda MX-5 Cabrio,743416561,1,1,1,2,Intermediate,2,N/A,Manual,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269739
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,216.96,216.96,216.96,EUR,Volkswagen Golf GPS,564700528,1,1,1,4,Compact,5,N/A,Manual,500 kilometres per rental,Keddy By Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,7.60,Very good,8.40,8.10,9.00,7.00,7.60,7.50,6.50,663,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269740
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,213.46,213.46,213.46,EUR,Volkswagen Golf,593748638,1,1,1,4,Compact,5,N/A,Manual,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269741
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,283.54,283.54,283.54,EUR,Opel Insignia,564700548,1,1,1,4,Intermediate,5,N/A,Automatic,500 kilometres per rental,Keddy By Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,7.60,Very good,8.40,8.10,9.00,7.00,7.60,7.50,6.50,663,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269742
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,220.39,220.39,220.39,EUR,Seat Leon GPS,720815741,1,1,1,4,Compact,5,N/A,Manual,400 kilometres per rental,Budget,"Hugo-Eckener-Ring, Terminal 1 & 2, Frankfurt am Main, Germany, 60547",In Terminal,7.40,Very good,8.10,8.00,8.60,7.00,7.70,6.50,6.40,1229,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269743
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,206.48,206.48,206.48,EUR,Volkswagen Polo   ,593748623,1,1,1,2,Economy,4,N/A,Manual,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269744
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,204.28,204.28,204.28,EUR,Ford Fiesta,564047783,1,1,1,4,Economy,5,N/A,Manual,800 kilometres per rental,Hertz,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,8.90,8.90,8.70,8.30,7.80,7.60,1266,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269745
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,381.98,381.98,381.98,EUR,Audi Q3,742993956,1,1,1,4,Intermediate,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269746
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,441.64,441.64,441.64,EUR,Volkswagen Tiguan,747681711,1,1,1,4,Standard,5,N/A,Automatic,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269747
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,436.65,436.65,436.65,EUR,Volkswagen Tiguan,747686766,1,1,1,4,Standard,5,N/A,Manual,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269748
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,221.52,221.52,221.52,EUR,Opel Astra,661320518,1,1,1,4,Compact,5,N/A,Automatic,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269749
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,220.07,220.07,220.07,EUR,Ford Focus GPS,564047758,1,1,1,4,Compact,5,N/A,Manual,800 kilometres per rental,Hertz,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,8.90,8.90,8.70,8.30,7.80,7.60,1266,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269750
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,220.48,220.48,220.48,EUR,Seat Leon,707281566,1,1,1,4,Compact,5,N/A,Automatic,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269751
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,437.96,437.96,437.96,EUR,Audi A6,686742141,1,1,1,4,Luxury,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269752
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,462.98,462.98,462.98,EUR,Audi A6   ,686732421,1,1,1,4,Luxury,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269753
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,451.99,451.99,451.99,EUR,Audi A5 Sportback,686747001,1,1,1,2,Premium,4,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269754
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,231.55,231.55,231.55,EUR,Seat Leon,720815731,1,1,1,4,Compact,5,N/A,Automatic,400 kilometres per rental,Budget,"Hugo-Eckener-Ring, Terminal 1 & 2, Frankfurt am Main, Germany, 60547",In Terminal,7.40,Very good,8.10,8.00,8.60,7.00,7.70,6.50,6.40,1229,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269755
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,468.93,468.93,468.93,EUR,Mercedes C-Class  Estate,747564596,1,1,1,5,Premium,5,N/A,Automatic,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269756
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,356.11,356.11,356.11,EUR,Audi A4 Estate,720815761,1,1,1,4,Full-size,5,N/A,Automatic,400 kilometres per rental,Budget,"Hugo-Eckener-Ring, Terminal 1 & 2, Frankfurt am Main, Germany, 60547",In Terminal,7.40,Very good,8.10,8.00,8.60,7.00,7.70,6.50,6.40,1229,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269757
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,302.58,302.58,302.58,EUR,Opel Insignia,661762098,1,1,1,4,Intermediate,5,N/A,Automatic,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269758
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,304.93,304.93,304.93,EUR,Ford Mondeo,564047798,1,1,1,4,Intermediate,5,N/A,Automatic,800 kilometres per rental,Hertz,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,8.90,8.90,8.70,8.30,7.80,7.60,1266,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269759
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,342.97,342.97,342.97,EUR,Opel Insignia,742829161,1,1,1,4,Standard,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269760
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,268.99,268.99,268.99,EUR,Opel Crossland X,704048016,1,1,1,4,Compact,4,N/A,Manual,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269761
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,313.96,313.96,313.96,EUR,Audi Q2,734756956,1,1,1,4,Compact,5,N/A,Manual,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269762
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,313.96,313.96,313.96,EUR,Volkswagen T-Roc,740281706,1,1,1,4,Compact,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269763
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,465.98,465.98,465.98,EUR,Audi A6 Estate,686738901,1,0,1,4,Luxury,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269764
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,256.35,256.35,256.35,EUR,Hyundai i30 Estate,744545026,1,1,1,4,Compact,5,N/A,Automatic,Unlimited km,Wheego,"Frankfurt Airport, T1, Frankfurt, Germany, 60547",In Terminal,7.40,Very good,9.50,9.60,6.80,7.90,5.60,5.60,8.60,48,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269765
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,456.97,456.97,456.97,EUR,Audi A6  Estate,704388381,1,1,1,4,Premium,5,N/A,Automatic,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269766
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,293.95,293.95,293.95,EUR,Volkswagen T-Roc,740247501,1,1,1,4,Compact,5,N/A,Manual,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269767
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,192.41,192.41,192.41,EUR,Ford Focus Estate,564631213,1,1,1,4,Compact,5,N/A,Manual,600 kilometres per rental,Thrifty,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.60,8.40,9.30,8.30,6.00,7.30,7.80,403,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269768
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,233.04,233.04,233.04,EUR,Ford Focus,564631193,1,1,1,4,Compact,5,N/A,Automatic,600 kilometres per rental,Thrifty,"Frankfurt Airport, Terminal 1, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.60,8.40,9.30,8.30,6.00,7.30,7.80,403,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269769
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,325.18,326.84,325.18,EUR,Mazda 6 Estate,710750631,1,1,1,4,Intermediate,5,N/A,Manual,500 kilometres per rental,Buchbinder,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60547",In Terminal,8.40,Excellent,9.10,9.00,9.70,9.00,7.60,7.30,7.40,268,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269770
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,338.08,339.74,338.08,EUR,Mazda 6 Estate,710761601,1,1,1,4,Intermediate,5,N/A,Automatic,500 kilometres per rental,Buchbinder,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60547",In Terminal,8.40,Excellent,9.10,9.00,9.70,9.00,7.60,7.30,7.40,268,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269771
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,301.51,301.51,301.51,EUR,BMW X2,713263266,1,1,1,4,Compact,5,N/A,Manual,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269772
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,363.94,363.94,363.94,EUR,BMW X2,747620006,1,0,1,4,Compact,5,N/A,Manual,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269773
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,319.97,319.97,319.97,EUR,Opel Insignia,686725941,1,1,1,4,Intermediate,5,N/A,Manual,600 kilometres per rental,Sixt,"Hugo-Eckener-Ring, Mietwagenzentrum, Frankfurt am Main, Germany, 60549",In Terminal,7.90,Very good,8.40,8.50,9.30,7.60,8.40,6.50,7.30,1166,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269774
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,177.11,178.77,177.11,EUR,Fiat 500,710750586,1,1,1,2,Mini,4,N/A,Manual,500 kilometres per rental,Buchbinder,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60547",In Terminal,8.40,Excellent,9.10,9.00,9.70,9.00,7.60,7.30,7.40,268,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269775
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,231.48,231.48,231.48,EUR,Volkswagen Golf GPS,593748648,1,1,1,4,Compact,5,N/A,Manual,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269776
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,297.44,297.44,297.44,EUR,Seat Leon Estate,720492961,1,0,1,4,Compact,5,N/A,Manual,Unlimited km,Avis,"Hugo-Eckener-Ring, Terminal 1 & 2, Frankfurt am Main, Germany, 60549",In Terminal,7.80,Very good,8.90,8.60,9.00,7.30,7.80,7.20,6.60,1642,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269777
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,194.26,194.26,194.26,EUR,Fiat 500,720815736,1,1,1,2,Mini,4,N/A,Manual,400 kilometres per rental,Budget,"Hugo-Eckener-Ring, Terminal 1 & 2, Frankfurt am Main, Germany, 60547",In Terminal,7.40,Very good,8.10,8.00,8.60,7.00,7.70,6.50,6.40,1229,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269778
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,305.40,305.40,305.40,EUR,BMW X2,713427776,1,1,1,4,Compact,5,N/A,Automatic,600 kilometres per rental,Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,8.40,Excellent,8.90,9.10,9.30,8.60,8.20,7.10,8.00,2222,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269779
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,187.02,187.02,187.02,EUR,Volkswagen up!,564700503,1,1,1,2,Mini,4,N/A,Manual,500 kilometres per rental,Keddy By Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,7.60,Very good,8.40,8.10,9.00,7.00,7.60,7.50,6.50,663,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269780
Frankfurt am Main Airport,FRA,DE,Frankfurt,2,2023-07-25,10:00,2023-07-27,10:00,0,340.19,340.19,340.19,EUR,Opel Insignia Estate,694486851,1,1,1,4,Intermediate,5,N/A,Manual,500 kilometres per rental,Keddy By Europcar,"Frankfurt Airport, Terminal 1 - Area A, Frankfurt am Main, Germany, 60549",In Terminal,7.60,Very good,8.40,8.10,9.00,7.00,7.60,7.50,6.50,663,2023-07-23 05:05:17,device=Pixel 4&network_type=wifi&languagecode=en&display=normal_xxhdpi&cor=DE&currency=EUR,4269781
